station_id,venue_count,avg_rating,avg_reviews,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,business_hours,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,attributes.business_url,attributes.about_this_biz_bio_photo_dict,attributes.about_this_biz_business_recommendation,attributes.business_temp_closed,attributes.about_this_biz_bio,attributes.about_this_biz_bio_first_name,attributes.about_this_biz_bio_last_name,attributes.about_this_biz_history,attributes.about_this_biz_role,attributes.about_this_biz_specialties,attributes.about_this_biz_year_established,attributes.accepted_cards.credit,attributes.accepted_cards.none,attributes.accepted_cards.debit,attributes.alcohol,attributes.ambience.hipster,attributes.ambience.casual,attributes.ambience.touristy,attributes.ambience.trendy,attributes.ambience.intimate,attributes.ambience.romantic,attributes.ambience.classy,attributes.ambience.upscale,attributes.best_nights,attributes.bike_parking,attributes.business_accepts_apple_pay,attributes.business_parking.garage,attributes.business_parking.street,attributes.business_parking.validated,attributes.business_parking.lot,attributes.business_parking.valet,attributes.caters,attributes.dogs_allowed,attributes.drive_thru,attributes.good_for_dancing,attributes.good_for_kids,attributes.good_for_meal.breakfast,attributes.good_for_meal.brunch,attributes.good_for_meal.lunch,attributes.good_for_meal.dinner,attributes.good_for_meal.latenight,attributes.good_for_meal.dessert,attributes.happy_hour,attributes.has_pool_table,attributes.has_tv,attributes.menu_url,attributes.noise_level,attributes.open24_hours,attributes.platform_delivery,attributes.restaurants_attire,attributes.restaurants_delivery,attributes.restaurants_good_for_groups,attributes.restaurants_reservations,attributes.restaurants_table_service,attributes.restaurants_take_out,attributes.waitlist_reservation,attributes.wi_fi,attributes.liked_by_vegans,attributes.outdoor_seating,attributes.liked_by_vegetarians,attributes.good_for_meal,attributes.ambience,attributes.business_parking,attributes.accepted_cards,attributes.about_this_biz_bio_photo_dict.photo_id,attributes.about_this_biz_bio_photo_dict.biz_user_id,attributes.best_nights.monday,attributes.best_nights.tuesday,attributes.best_nights.wednesday,attributes.best_nights.thursday,attributes.best_nights.friday,attributes.best_nights.saturday,attributes.best_nights.sunday,attributes.ambience.divey,attributes.good_for_working,attributes.service_locations_biz_dict,attributes.has_gluten_free
0013e5d100f68121835052a381ab2f23,,,,JRWHerrkhbQJ6aFUv4hr4g,janine-café-montréal,Janine Café,https://s3-media0.fl.yelpcdn.com/bphoto/Mg_8RvOPOllnDvYBR-a30A/o.jpg,False,https://www.yelp.com/biz/janine-caf%C3%A9-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,72.0,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.6,[],$$,+15145435372,+1 514-543-5372,230.61080223422348,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.46475,-73.56657,3900 Rue Wellington,,,Montreal,H4G 1V3,CA,QC,"['3900 Rue Wellington', 'Montreal, QC H4G 1V3', 'Canada']",http://www.janinecafe.ca,,[],,,Charles,D,"Comme sa grande soeur, RÉGINE CAFÉ, JANINE possède son propre menu, son propre décor et son expérience bien à elle.",Business Owner,"La fête du matin... tous les matins!  Des brunchs représentant une cuisine créative et originale mettant en valeur les saveurs locales et la culture montréalaise.

Bacon artisanal, pain brioché maison, cretons savoureux, poulet frit et gaufre de maïs, latkes de betteraves,  œuf écossais, ne sont que quelques éléments qui font la différence de Janine Café.  Plusieurs options végétariennes et quelques unes végétaliennes sont disponibles.",2018,True,False,True,full_bar,,True,,True,,True,True,True,,False,False,False,True,False,False,False,False,False,,,True,,True,True,,,,False,,False,http://www.reginecafe.ca/fr/wp-content/uploads/2019/05/Menu-JANINE-ete-2019-1280-820.png,average,,,,False,True,False,True,True,,free,True,False,,,,,,,,,,,,,,,,,,
0013e5d100f68121835052a381ab2f23,,,,DJrA_UqtRoOb1MEYrySU5w,moa-moa-montréal,Moa Moa,https://s3-media0.fl.yelpcdn.com/bphoto/TbPmvgAkmyiErUM05eghZA/o.jpg,False,https://www.yelp.com/biz/moa-moa-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,10.0,"[{'alias': 'korean', 'title': 'Korean'}]",4.7,[],,+15147320000,+1 514-732-0000,344.44587887333745,[],45.459841,-73.567091,4424 Rue Wellington,,,Montreal,H4G 1W5,CA,QC,"['4424 Rue Wellington', 'Montreal, QC H4G 1W5', 'Canada']",,,[],,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0013e5d100f68121835052a381ab2f23,,,,_qgGMpmBHfp36R13cVkyCA,rita-verdun,Rita,https://s3-media0.fl.yelpcdn.com/bphoto/p8A2tLUOayzkAdCwgRY2Vg/o.jpg,False,https://www.yelp.com/biz/rita-verdun?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,27.0,"[{'alias': 'italian', 'title': 'Italian'}]",3.9,[],,+15144191942,+1 514-419-1942,473.0993880510096,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",45.467,-73.5669,3681 Rue Wellington,,,Verdun,H4G 1V1,CA,QC,"['3681 Rue Wellington', 'Verdun, QC H4G 1V1', 'Canada']",https://ritarestaurant.ca,,,,,,,,,,,True,False,,,,True,False,,,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,True,https://ritarestaurant.ca/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,soyZpe78MCeVN-0a11zSdQ,monarque-montréal,Monarque,https://s3-media0.fl.yelpcdn.com/bphoto/dxt1xCmsCGmt0_Vt-40y6Q/o.jpg,False,https://www.yelp.com/biz/monarque-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,252.0,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.5,[],$$$,+15148753896,+1 514-875-3896,247.23995770574658,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",45.50158,-73.55962,406 Rue Saint-Jacques,,,Montreal,H2Y 1S1,CA,QC,"['406 Rue Saint-Jacques', 'Montreal, QC H2Y 1S1', 'Canada']",https://www.restaurantmonarque.ca,,[],,Chef-Owner of Monarque.,Jeremie,B,Monarque is a passion driven project led by Richard and Jeremie Bastien.,Business Owner,"Monarque is a stunning chef owned restaurant located in old Montreal. 
You can reserve a table in the Brasserie or in the Salle à Manger!
Two different rooms, two different menus with two different kitchens!",2018,True,False,True,full_bar,False,,,True,,True,,True,,,,,True,True,False,False,,False,,,,,,,True,,True,True,,True,,average,,,,False,True,True,True,False,,,,,,,,,,TNF0V6eRao36JvfkLmpk9Q,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,NdnQdJ_-c40SH4uaJS44cQ,chifa-montréal,Chifa,https://s3-media0.fl.yelpcdn.com/bphoto/PXriv6JUIqzJAKwDt6LR4Q/o.jpg,False,https://www.yelp.com/biz/chifa-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,58.0,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.4,[],,+15145438488,+1 514-543-8488,264.27264890909083,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",45.50441,-73.5637,1080 Rue de Bleury,,,Montreal,H2Z 1N2,CA,QC,"['1080 Rue de Bleury', 'Montreal, QC H2Z 1N2', 'Canada']",https://www.chifamtl.com,,[],,,,,,,,,True,False,True,full_bar,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,http://www.chifamtl.com/menuqcr,,,,,True,,True,,True,,free,,True,,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,4c8wUvs0L6tOKgVTHe74UA,neo-tokyo-montréal,Neo Tokyo,https://s3-media0.fl.yelpcdn.com/bphoto/TGe8y6qd8oD7uDusa5fQKA/o.jpg,False,https://www.yelp.com/biz/neo-tokyo-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,15.0,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.7,[],,+15143952222,+1 514-395-2222,132.69442184924358,[],45.50321141075191,-73.5623789805521,425 Avenue Viger O,,,Montreal,H2Z 1W5,CA,QC,"['425 Avenue Viger O', 'Montreal, QC H2Z 1W5', 'Canada']",,,,,,,,,,,,,False,,,,,,,,,,,,,,False,False,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,nRAJHJYnLXPU1owjjsh1VA,moishes-montréal,Moishes,https://s3-media0.fl.yelpcdn.com/bphoto/dalxqfMS4HuVKfTJ5Z0eFQ/o.jpg,False,https://www.yelp.com/biz/moishes-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,26.0,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.3,[],,,,62.44272900779287,[],45.50246345851974,-73.5623494,1001 Rue du Square-Victoria,,,Montreal,H2Z 0A4,CA,QC,"['1001 Rue du Square-Victoria', 'Montreal, QC H2Z 0A4', 'Canada']",https://moishes.ca,,,,,,,,,,,,False,,,False,False,False,False,False,False,True,False,,,,False,False,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,OeEgb-k4nKoGgl-l2PLSPw,restaurant-h3-montréal,Restaurant H3,https://s3-media0.fl.yelpcdn.com/bphoto/sbIZaJd0Pmg-_LJm8n_qXA/o.jpg,False,https://www.yelp.com/biz/restaurant-h3-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,14.0,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.4,[],,+15143127085,+1 514-312-7085,207.68391544800056,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1330', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1330', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1100', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '1100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.50382677370803,-73.56197912245989,1020 Rue de Bleury,2e Étage,Tour Humaniti,Montreal,H2Z 0B9,CA,QC,"['1020 Rue de Bleury', '2e Étage', 'Tour Humaniti', 'Montreal, QC H2Z 0B9', 'Canada']",https://restauranth3.ca,,[],,,,,,,"Situé au 2e étage de la tour Humaniti, en plein coeur de Montréal, le restaurant h3 met de l'avant les artisans québécois, ceux et celles qui dévouent leur passion au service d'une cuisine de territoire apprêtée avec créativité. À travers nos 3 espaces de restauration, nous proposons un rapport humain chaleureux, une ambiance conviviale et décontractée, une cuisine locale et évoluée, ainsi qu'un programme en vin de prestige, en plus d'une sélection de vins québécois, sans oublier une maitrise de la mixologie contemporaine.
Located on the 2nd floor of the Humaniti Tower, in the heart of Montreal, the h3 restaurant showcases Quebec artisans, those who devote their passion to serving regional cuisine prepared with creativity. Through our 3 dining areas, we offer a warm human relationship, a friendly and relaxed atmosphere, local and sophisticated cuisine, as well as a prestigious wine program, in addition to a selection of Quebec wines, not to mention a mastery of contemporary mixology. ",,True,False,True,full_bar,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,True,True,False,False,,,,,,,,,True,,False,https://restauranth3.ca/restaurant/,,,,,False,,True,True,False,,free,,False,,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,Apt5Ivoh9xgJ6vJ1YbKrPg,n-900-montréal-7,N° 900,https://s3-media0.fl.yelpcdn.com/bphoto/e8_WlOssP7bhd6biB2Pj_A/o.jpg,False,https://www.yelp.com/biz/n-900-montr%C3%A9al-7?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,59.0,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.3,[],$$,+15143794900,+1 514-379-4900,404.4382458117215,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.500436,-73.558316,444 Rue McGill,,,Montreal,H2Y 2G1,CA,QC,"['444 Rue McGill', 'Montreal, QC H2Y 2G1', 'Canada']",https://no900.com/restaurants/vieux-mtl/,,,,,,,,,,,True,False,True,full_bar,False,True,,,,,,False,,False,,,True,,False,False,,,,,True,,,,True,,,,,True,https://no900.com/menu/,average,,,,True,False,False,True,True,,no,,False,,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,46Ld9Qc9nAx_A0jwclNZiw,olive-gourmando-montréal-2,Olive + Gourmando,https://s3-media0.fl.yelpcdn.com/bphoto/ZuZLO_mWE4VYYYH7GeLuTg/o.jpg,False,https://www.yelp.com/biz/olive-gourmando-montr%C3%A9al-2?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,1756.0,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]",4.4,[],$$,+15143501083,+1 514-350-1083,513.5729672107306,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.501197,-73.5564745926598,351 Rue Saint-Paul O,,,Montreal,H2Y 2A7,CA,QC,"['351 Rue Saint-Paul O', 'Montreal, QC H2Y 2A7', 'Canada']",http://oliveetgourmando.com,,[],,,,,,,,,True,False,True,beer_and_wine,,True,,True,False,False,True,False,,False,False,False,True,False,False,False,False,False,False,,True,True,True,True,False,False,False,,,False,http://oliveetgourmando.com/menus,loud,,,,False,True,False,True,True,,no,True,False,True,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,XI3iNUgChOfJk5ppjKVEQQ,barroco-montréal,Barroco,https://s3-media0.fl.yelpcdn.com/bphoto/lxJFrcQ0voIG9qybnvpo1w/o.jpg,False,https://www.yelp.com/biz/barroco-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,331.0,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,[],$$$,+15145445800,+1 514-544-5800,550.4210791815276,"[{'open': [{'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",45.50138,-73.55592,312 Rue Saint-Paul O,,,Montreal,H2Y 2A3,CA,QC,"['312 Rue Saint-Paul O', 'Montreal, QC H2Y 2A3', 'Canada']",http://www.barroco.ca,,"[{'id': 'ZRq3ylqwaQQMNLdduduhYw', 'flags': 0, 'business_id': 'f-cg_onJ_v-RGdCx75EZMA', 'source_business_id': 'XI3iNUgChOfJk5ppjKVEQQ', 'description': ""Bocata is Barroco's sister restaurant, located next door. Casual vibe, great food, wines by the glass and half glass."", 'time_created': 1473850470.0, 'time_modified': 1473850470.0, 'is_inactive': False, 'is_active': True}, {'id': 'AjaTQnVjqqysbKeFTIGy6g', 'flags': 0, 'business_id': 'HTiupfkYLtdXByDPG8z7KA', 'source_business_id': 'XI3iNUgChOfJk5ppjKVEQQ', 'description': 'Tucked behind Foiegwa, experience fabulous cocktails and eats in this chic speakeasy space! First come first served, so come early!', 'time_created': 1473850470.0, 'time_modified': 1473850470.0, 'is_inactive': False, 'is_active': True}, {'id': 'I6bm1itX0de1noCCLftE2Q', 'flags': 0, 'business_id': 'i2dnic7VdQ3NyiQQWUXHbA', 'source_business_id': 'XI3iNUgChOfJk5ppjKVEQQ', 'description': 'The newest addition to the family, opened July 2016 in the booming neighborhood of St-Henri. French classics meet American Diner!', 'time_created': 1473850470.0, 'time_modified': 1473850470.0, 'is_inactive': False, 'is_active': True}]",,"Owner at Barroco, Foiegwa and Atwater Cocktail Club. Food & cocktail enthusiast. Somm. Traveller. Instagrammer. Montrealer at heart. Welcome to the B!",Roberto,P,Nestled in one of the oldest buildings in the Old Port.,Business Owner,"French & Spanish Cuisine. Specialized in Mediterranean comfort food and inspired cocktails. Extensive wine list. Old World charm in a romantic, candlelit setting. Friendly and knowledgeable staff who love what they do.",2008,True,False,True,full_bar,,,False,,True,True,,,,False,False,False,True,False,False,False,True,False,,,False,False,False,False,True,,,False,,False,,average,,,casual,False,True,True,True,False,,free,True,False,True,,,,,,,False,False,False,False,False,False,False,,,,
0040082e616edec293c0c74fcbf825c4,,,,ZC0kiBKNdpBseol7ogWyUw,le-409-montréal,Le 409,https://s3-media0.fl.yelpcdn.com/bphoto/zEMZuwOT5vRiE-sZFM65AA/o.jpg,False,https://www.yelp.com/biz/le-409-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,67.0,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'indpak', 'title': 'Indian'}]",4.3,[],,+15147500409,+1 514-750-0409,442.0468032172361,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.50053,-73.55772,409 Rue McGill,,,Montreal,H2Y 2G3,CA,QC,"['409 Rue McGill', 'Montreal, QC H2Y 2G3', 'Canada']",http://www.le409.ca,,[],,,,,,,"Indian restaurant/pub located in the old port of Montreal, ""Le 409"" offers a beautiful range of classic Indian dishes with a selection of delicious fusion creations. From the traditional curries that make up the Vindaloo Lamb to a butter chicken poutine, come sit down in a warm and cozy ambiance set in a Bollywood/Havana decor with one of our award winning cocktails.",,True,False,True,full_bar,,True,,True,,True,True,,,False,,False,True,False,False,False,True,False,,,,,,,,,,True,,False,http://docs.wixstatic.com/ugd/30c674_88e686ce38d64fb5849df1a42e392dab.pdf,,,,,False,,True,True,False,,,,False,True,,,,,,,,,,,,,,,,,
0040082e616edec293c0c74fcbf825c4,,,,_4ssqhPOZTFWYx8l0g1mlg,boqueria-montréal,Boqueria,https://s3-media0.fl.yelpcdn.com/bphoto/KFN4ylrqzXI3fn3GE_UP7g/o.jpg,False,https://www.yelp.com/biz/boqueria-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,13.0,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],,+15144194193,+1 514-419-4193,721.6348114478033,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",45.503805,-73.55403,121 Rue de la Commune W,,,Montreal,H2Y 2C7,CA,QC,"['121 Rue de la Commune W', 'Montreal, QC H2Y 2C7', 'Canada']",https://restaurantboqueria.ca,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://restaurantboqueria.ca/menu/,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,
00b7595b843f69c9041fca9e4e84700b,,,,qysXYBPIx9u2l9ckPJ2Otg,maison-heureuse-montréal-2,Maison Heureuse,https://s3-media0.fl.yelpcdn.com/bphoto/WMoAYiofMya-r0z_boKygw/o.jpg,False,https://www.yelp.com/biz/maison-heureuse-montr%C3%A9al-2?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,1.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]",5.0,[],,+15147382986,+1 514-738-2986,285.30603502702263,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.50937,-73.63042,6690 Avenue Darlington,,,Montreal,H3S 2J5,CA,QC,"['6690 Avenue Darlington', 'Montreal, QC H3S 2J5', 'Canada']",,,[],,,,,,,"Ouvert tous les jours 11h-21h
Mardi fermé. 
Livraison gratuite. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
00b7595b843f69c9041fca9e4e84700b,,,,fMZOD2ggNiG-9pz9BlaIbw,morena-restaurant-montréal,Morena Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/JPK6ivaD6UkUSGP9kr-JqQ/o.jpg,False,https://www.yelp.com/biz/morena-restaurant-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,1.0,"[{'alias': 'filipino', 'title': 'Filipino'}]",5.0,[],,+15148044953,+1 514-804-4953,1433.8555455679789,[],45.4956438,-73.64009759999999,6459 Victoria Avenue,,,Montreal,H3W 2S9,CA,QC,"['6459 Victoria Avenue', 'Montreal, QC H3W 2S9', 'Canada']",https://www.morenarestaurant.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
