id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,business_hours,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,attributes.business_url,attributes.about_this_biz_bio_photo_dict,attributes.about_this_biz_business_recommendation,attributes.business_temp_closed,attributes.about_this_biz_bio,attributes.about_this_biz_bio_first_name,attributes.about_this_biz_bio_last_name,attributes.about_this_biz_history,attributes.about_this_biz_role,attributes.about_this_biz_specialties,attributes.about_this_biz_year_established,attributes.accepted_cards.credit,attributes.accepted_cards.none,attributes.accepted_cards.debit,attributes.alcohol,attributes.ambience.hipster,attributes.ambience.casual,attributes.ambience.touristy,attributes.ambience.trendy,attributes.ambience.intimate,attributes.ambience.romantic,attributes.ambience.classy,attributes.ambience.upscale,attributes.best_nights,attributes.bike_parking,attributes.business_accepts_apple_pay,attributes.business_parking.garage,attributes.business_parking.street,attributes.business_parking.validated,attributes.business_parking.lot,attributes.business_parking.valet,attributes.caters,attributes.dogs_allowed,attributes.drive_thru,attributes.good_for_dancing,attributes.good_for_kids,attributes.good_for_meal.breakfast,attributes.good_for_meal.brunch,attributes.good_for_meal.lunch,attributes.good_for_meal.dinner,attributes.good_for_meal.latenight,attributes.good_for_meal.dessert,attributes.happy_hour,attributes.has_pool_table,attributes.has_tv,attributes.menu_url,attributes.noise_level,attributes.open24_hours,attributes.platform_delivery,attributes.restaurants_attire,attributes.restaurants_delivery,attributes.restaurants_good_for_groups,attributes.restaurants_reservations,attributes.restaurants_table_service,attributes.restaurants_take_out,attributes.waitlist_reservation,attributes.wi_fi,attributes.liked_by_vegans,attributes.outdoor_seating,attributes.liked_by_vegetarians,attributes.ambience,attributes.business_parking,attributes.good_for_meal,attributes.accepted_cards,station_id,attributes.about_this_biz_bio_photo_dict.photo_id,attributes.about_this_biz_bio_photo_dict.biz_user_id,attributes.best_nights.monday,attributes.best_nights.tuesday,attributes.best_nights.wednesday,attributes.best_nights.thursday,attributes.best_nights.friday,attributes.best_nights.saturday,attributes.best_nights.sunday,attributes.ambience.divey
soyZpe78MCeVN-0a11zSdQ,monarque-montréal,Monarque,https://s3-media0.fl.yelpcdn.com/bphoto/dxt1xCmsCGmt0_Vt-40y6Q/o.jpg,False,https://www.yelp.com/biz/monarque-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,252,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.5,[],$$$,+15148753896,+1 514-875-3896,247.23995770574658,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",45.50158,-73.55962,406 Rue Saint-Jacques,,,Montreal,H2Y 1S1,CA,QC,"['406 Rue Saint-Jacques', 'Montreal, QC H2Y 1S1', 'Canada']",https://www.restaurantmonarque.ca,,[],,Chef-Owner of Monarque.,Jeremie,B,Monarque is a passion driven project led by Richard and Jeremie Bastien.,Business Owner,"Monarque is a stunning chef owned restaurant located in old Montreal. 
You can reserve a table in the Brasserie or in the Salle à Manger!
Two different rooms, two different menus with two different kitchens!",2018,True,False,True,full_bar,False,,,True,,True,,True,,,,,True,True,False,False,,False,,,,,,,True,,True,True,,True,,average,,,,False,True,True,True,False,,,,,,,,,,1,TNF0V6eRao36JvfkLmpk9Q,,,,,,,,,
NdnQdJ_-c40SH4uaJS44cQ,chifa-montréal,Chifa,https://s3-media0.fl.yelpcdn.com/bphoto/PXriv6JUIqzJAKwDt6LR4Q/o.jpg,False,https://www.yelp.com/biz/chifa-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,58,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.4,[],,+15145438488,+1 514-543-8488,264.27264890909083,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",45.50441,-73.5637,1080 Rue de Bleury,,,Montreal,H2Z 1N2,CA,QC,"['1080 Rue de Bleury', 'Montreal, QC H2Z 1N2', 'Canada']",https://www.chifamtl.com,,[],,,,,,,,,True,False,True,full_bar,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,http://www.chifamtl.com/menuqcr,,,,,True,,True,,True,,free,,True,,,,,,1,,,,,,,,,,
4c8wUvs0L6tOKgVTHe74UA,neo-tokyo-montréal,Neo Tokyo,https://s3-media0.fl.yelpcdn.com/bphoto/TGe8y6qd8oD7uDusa5fQKA/o.jpg,False,https://www.yelp.com/biz/neo-tokyo-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,15,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.7,[],,+15143952222,+1 514-395-2222,132.69442184924358,[],45.50321141075191,-73.5623789805521,425 Avenue Viger O,,,Montreal,H2Z 1W5,CA,QC,"['425 Avenue Viger O', 'Montreal, QC H2Z 1W5', 'Canada']",,,,,,,,,,,,,False,,,,,,,,,,,,,,False,False,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
46Ld9Qc9nAx_A0jwclNZiw,olive-gourmando-montréal-2,Olive + Gourmando,https://s3-media0.fl.yelpcdn.com/bphoto/ZuZLO_mWE4VYYYH7GeLuTg/o.jpg,False,https://www.yelp.com/biz/olive-gourmando-montr%C3%A9al-2?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,1756,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]",4.4,[],$$,+15143501083,+1 514-350-1083,513.5729672107306,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.501197,-73.5564745926598,351 Rue Saint-Paul O,,,Montreal,H2Y 2A7,CA,QC,"['351 Rue Saint-Paul O', 'Montreal, QC H2Y 2A7', 'Canada']",http://oliveetgourmando.com,,[],,,,,,,,,True,False,True,beer_and_wine,,True,,True,False,False,True,False,,False,False,False,True,False,False,False,False,False,False,,True,True,True,True,False,False,False,,,False,http://oliveetgourmando.com/menus,loud,,,,False,True,False,True,True,,no,True,False,True,,,,,1,,,,,,,,,,
nRAJHJYnLXPU1owjjsh1VA,moishes-montréal,Moishes,https://s3-media0.fl.yelpcdn.com/bphoto/dalxqfMS4HuVKfTJ5Z0eFQ/o.jpg,False,https://www.yelp.com/biz/moishes-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,26,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.3,[],,,,62.44272900779287,[],45.50246345851974,-73.5623494,1001 Rue du Square-Victoria,,,Montreal,H2Z 0A4,CA,QC,"['1001 Rue du Square-Victoria', 'Montreal, QC H2Z 0A4', 'Canada']",https://moishes.ca,,,,,,,,,,,,False,,,False,False,False,False,False,False,True,False,,,,False,False,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Apt5Ivoh9xgJ6vJ1YbKrPg,n-900-montréal-7,N° 900,https://s3-media0.fl.yelpcdn.com/bphoto/e8_WlOssP7bhd6biB2Pj_A/o.jpg,False,https://www.yelp.com/biz/n-900-montr%C3%A9al-7?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,59,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.3,[],$$,+15143794900,+1 514-379-4900,404.4382458117215,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.500436,-73.558316,444 Rue McGill,,,Montreal,H2Y 2G1,CA,QC,"['444 Rue McGill', 'Montreal, QC H2Y 2G1', 'Canada']",https://no900.com/restaurants/vieux-mtl/,,,,,,,,,,,True,False,True,full_bar,False,True,,,,,,False,,False,,,True,,False,False,,,,,True,,,,True,,,,,True,https://no900.com/menu/,average,,,,True,False,False,True,True,,no,,False,,,,,,1,,,,,,,,,,
OeEgb-k4nKoGgl-l2PLSPw,restaurant-h3-montréal,Restaurant H3,https://s3-media0.fl.yelpcdn.com/bphoto/sbIZaJd0Pmg-_LJm8n_qXA/o.jpg,False,https://www.yelp.com/biz/restaurant-h3-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,14,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.4,[],,+15143127085,+1 514-312-7085,207.68391544800056,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1330', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1330', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1030', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1100', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '1100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.50382677370803,-73.56197912245989,1020 Rue de Bleury,2e Étage,Tour Humaniti,Montreal,H2Z 0B9,CA,QC,"['1020 Rue de Bleury', '2e Étage', 'Tour Humaniti', 'Montreal, QC H2Z 0B9', 'Canada']",https://restauranth3.ca,,[],,,,,,,"Situé au 2e étage de la tour Humaniti, en plein coeur de Montréal, le restaurant h3 met de l'avant les artisans québécois, ceux et celles qui dévouent leur passion au service d'une cuisine de territoire apprêtée avec créativité. À travers nos 3 espaces de restauration, nous proposons un rapport humain chaleureux, une ambiance conviviale et décontractée, une cuisine locale et évoluée, ainsi qu'un programme en vin de prestige, en plus d'une sélection de vins québécois, sans oublier une maitrise de la mixologie contemporaine.
Located on the 2nd floor of the Humaniti Tower, in the heart of Montreal, the h3 restaurant showcases Quebec artisans, those who devote their passion to serving regional cuisine prepared with creativity. Through our 3 dining areas, we offer a warm human relationship, a friendly and relaxed atmosphere, local and sophisticated cuisine, as well as a prestigious wine program, in addition to a selection of Quebec wines, not to mention a mastery of contemporary mixology. ",,True,False,True,full_bar,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,True,True,False,False,,,,,,,,,True,,False,https://restauranth3.ca/restaurant/,,,,,False,,True,True,False,,free,,False,,,,,,1,,,,,,,,,,
XI3iNUgChOfJk5ppjKVEQQ,barroco-montréal,Barroco,https://s3-media0.fl.yelpcdn.com/bphoto/lxJFrcQ0voIG9qybnvpo1w/o.jpg,False,https://www.yelp.com/biz/barroco-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,331,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,[],$$$,+15145445800,+1 514-544-5800,550.4210791815276,"[{'open': [{'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1800', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.50138,-73.55592,312 Rue Saint-Paul O,,,Montreal,H2Y 2A3,CA,QC,"['312 Rue Saint-Paul O', 'Montreal, QC H2Y 2A3', 'Canada']",http://www.barroco.ca,,"[{'id': 'ZRq3ylqwaQQMNLdduduhYw', 'flags': 0, 'business_id': 'f-cg_onJ_v-RGdCx75EZMA', 'source_business_id': 'XI3iNUgChOfJk5ppjKVEQQ', 'description': ""Bocata is Barroco's sister restaurant, located next door. Casual vibe, great food, wines by the glass and half glass."", 'time_created': 1473850470.0, 'time_modified': 1473850470.0, 'is_inactive': False, 'is_active': True}, {'id': 'AjaTQnVjqqysbKeFTIGy6g', 'flags': 0, 'business_id': 'HTiupfkYLtdXByDPG8z7KA', 'source_business_id': 'XI3iNUgChOfJk5ppjKVEQQ', 'description': 'Tucked behind Foiegwa, experience fabulous cocktails and eats in this chic speakeasy space! First come first served, so come early!', 'time_created': 1473850470.0, 'time_modified': 1473850470.0, 'is_inactive': False, 'is_active': True}, {'id': 'I6bm1itX0de1noCCLftE2Q', 'flags': 0, 'business_id': 'i2dnic7VdQ3NyiQQWUXHbA', 'source_business_id': 'XI3iNUgChOfJk5ppjKVEQQ', 'description': 'The newest addition to the family, opened July 2016 in the booming neighborhood of St-Henri. French classics meet American Diner!', 'time_created': 1473850470.0, 'time_modified': 1473850470.0, 'is_inactive': False, 'is_active': True}]",,"Owner at Barroco, Foiegwa and Atwater Cocktail Club. Food & cocktail enthusiast. Somm. Traveller. Instagrammer. Montrealer at heart. Welcome to the B!",Roberto,P,Nestled in one of the oldest buildings in the Old Port.,Business Owner,"French & Spanish Cuisine. Specialized in Mediterranean comfort food and inspired cocktails. Extensive wine list. Old World charm in a romantic, candlelit setting. Friendly and knowledgeable staff who love what they do.",2008,True,False,True,full_bar,,,False,,True,True,,,,False,False,False,True,False,False,False,True,False,,,False,False,False,False,True,,,False,,False,,average,,,casual,False,True,True,True,False,,free,True,False,True,,,,,1,,,False,False,False,False,False,False,False,
yUQyGW0mCU13E9N3AzukQg,dandy-montréal,Dandy,https://s3-media0.fl.yelpcdn.com/bphoto/VnsApBIlfX8h-gs7U2UxRA/o.jpg,False,https://www.yelp.com/biz/dandy-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,169,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],,+15142899996,+1 514-289-9996,367.0619604947905,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.5033,-73.55857,244 Rue Saint-Jacques,,,Montreal,H2Y 1L9,CA,QC,"['244 Rue Saint-Jacques', 'Montreal, QC H2Y 1L9', 'Canada']",http://dandymtl.com,,[],,,,,,,,,True,False,True,,True,True,,True,,,,,,,,False,False,True,False,False,,,,,,,,,,,,,,True,http://dandymtl.com/menu.html,average,,,,,,,True,,,,,,,,,,,1,,,,,,,,,,
yU3p0tEBtGuZLTcsBHw9uQ,le-passé-composé-montréal-4,Le Passé Composé,https://s3-media0.fl.yelpcdn.com/bphoto/34hu33ccHiOyl-P8uAeXIg/o.jpg,False,https://www.yelp.com/biz/le-pass%C3%A9-compos%C3%A9-montr%C3%A9al-4?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,413,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bistros', 'title': 'Bistros'}]",4.4,[],$$$,,,568.8554972980368,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1430', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.4984248,-73.5578286,701 William St,,,Montreal,H3C 0T9,CA,QC,"['701 William St', 'Montreal, QC H3C 0T9', 'Canada']",http://www.bistropassecompose.com,,[],,,,,,,,,True,False,True,full_bar,,True,,,,False,,False,,False,True,,True,True,False,False,False,False,,,True,True,True,True,False,False,False,False,,False,http://www.bistropassecompose.com/menu.html,average,,,,,True,True,True,,True,free,True,True,,,,,,1,,,,,,,,,,
qysXYBPIx9u2l9ckPJ2Otg,maison-heureuse-montréal-2,Maison Heureuse,https://s3-media0.fl.yelpcdn.com/bphoto/WMoAYiofMya-r0z_boKygw/o.jpg,False,https://www.yelp.com/biz/maison-heureuse-montr%C3%A9al-2?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,1,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]",5.0,[],,+15147382986,+1 514-738-2986,285.30603502702263,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.50937,-73.63042,6690 Avenue Darlington,,,Montreal,H3S 2J5,CA,QC,"['6690 Avenue Darlington', 'Montreal, QC H3S 2J5', 'Canada']",,,[],,,,,,,"Ouvert tous les jours 11h-21h
Mardi fermé. 
Livraison gratuite. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,2,,,,,,,,,,
fMZOD2ggNiG-9pz9BlaIbw,morena-restaurant-montréal,Morena Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/JPK6ivaD6UkUSGP9kr-JqQ/o.jpg,False,https://www.yelp.com/biz/morena-restaurant-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,1,"[{'alias': 'filipino', 'title': 'Filipino'}]",5.0,[],,+15148044953,+1 514-804-4953,1433.8555455679789,[],45.4956438,-73.64009759999999,6459 Victoria Avenue,,,Montreal,H3W 2S9,CA,QC,"['6459 Victoria Avenue', 'Montreal, QC H3W 2S9', 'Canada']",https://www.morenarestaurant.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
avF490B4MfuWn24R1Rz2zA,phnom-penh-montréal,Phnom Penh,https://s3-media0.fl.yelpcdn.com/bphoto/72V8iPhsQAfIrsxFvTzMLA/o.jpg,False,https://www.yelp.com/biz/phnom-penh-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,23,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'cambodian', 'title': 'Cambodian'}]",4.8,[],$$,+15147398214,+1 514-739-8214,738.3163182286922,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.50532,-73.6414099,7153 Chemin de la Côte-des-Neiges,,,Montreal,H3R 2M2,CA,QC,"['7153 Chemin de la Côte-des-Neiges', 'Montreal, QC H3R 2M2', 'Canada']",,,,,,,,,,,,False,False,False,none,,True,,,,False,False,False,,False,False,False,False,False,False,False,,,,,True,False,False,False,False,False,False,,,True,,quiet,,,,False,True,False,True,True,,,,False,,,,,,2,,,,,,,,,,
vaJ--BRxufub7FiqYXhZGA,parthenon-montréal,Parthenon,https://s3-media0.fl.yelpcdn.com/bphoto/jQi6S84Db3gBv9C4KTWtTA/o.jpg,False,https://www.yelp.com/biz/parthenon-montr%C3%A9al?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,26,"[{'alias': 'greek', 'title': 'Greek'}]",3.8,[],$$,+15147385758,+1 514-738-5758,681.4877351853079,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.501326,-73.631999,3543 Avenue Van Horne,,,Montreal,H3S 1R7,CA,QC,"['3543 Avenue Van Horne', 'Montreal, QC H3S 1R7', 'Canada']",http://brochetterieparthenon.com,,,,,,,,,,,True,False,True,none,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,,,,True,False,False,False,False,False,False,,,True,,average,,,,True,True,True,True,True,,no,,True,,,,,,2,,,,,,,,,,
jwYnXuaSqtpiNwyU72Vm9Q,la-sirène-de-la-mer-mont-royal,La Sirène de la Mer,https://s3-media0.fl.yelpcdn.com/bphoto/J0yuDkdStPRorBzDx-n3Ow/o.jpg,False,https://www.yelp.com/biz/la-sir%C3%A8ne-de-la-mer-mont-royal?adjust_creative=lxQoJUBJdqc7dg9Y8Wu7EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lxQoJUBJdqc7dg9Y8Wu7EQ,50,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.9,[],$$$,+15143450345,+1 514-345-0345,982.1385553234288,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",45.516,-73.63026,114 Avenue Dresden,,,Mont-Royal,H3P 2B6,CA,QC,"['114 Avenue Dresden', 'Mont-Royal, QC H3P 2B6', 'Canada']",http://www.sirenedelamer.com,,[],,,,,,,"We specialize in Mediterranean cuisine, more specifically Lebanese cuisine, with a focus on seafood. We are known for having the freshest seafood in the city, with our very own Poissonerie (fish market).",,True,False,True,full_bar,False,,False,False,,,,,,False,False,False,False,False,True,False,True,False,,,True,,False,True,True,,,,,True,http://www.sirenedelamer.com/menu-2/,average,,,,True,True,True,,True,,free,True,True,True,,,,,2,,,,,,,,,,
